2025-04-02 01:19:38,https://chatgpt.com,Phishing,0.1,model
2025-04-02 01:20:04,https://www.google.com,Safe,77.81,model
2025-04-02 01:23:00 UTC,https://chatgpt.com,Phishing,0.1,model
2025-04-02 01:51:19 UTC,https://www.google.com,Safe,77.81,model
2025-04-02 01:51:29 UTC,https://www.ebay.com,Phishing,100.0,user
2025-04-02 01:52:56 UTC,https://docs.google.com,Safe,78.03,model
2025-04-02 01:53:09 UTC,https://docs.google.com,Safe,78.03,model
2025-04-02 02:53:02 UTC,https://chatgpt.com,Safe,100.0,user
2025-04-02 02:53:19 UTC,https://www.google.com,Safe,28.700000762939453,model
2025-04-02 02:53:22 UTC,https://www.google.com,Safe,28.700000762939453,model
2025-04-02 02:54:53 UTC,https://www.google.com,Safe,28.7,model
2025-04-02 02:55:08 UTC,https://www.ebay.com,Phishing,100.0,user
2025-04-02 02:55:40 UTC,https://www.ebay.com,Phishing,100.0,user
2025-04-02 02:55:56 UTC,https://www.ebay.com,Safe,28.06,model
2025-04-02 02:57:18 UTC,https://www.google.com,Safe,28.7,model
2025-04-02 02:57:25 UTC,https://www.google.com,Safe,28.7,model
2025-04-02 02:57:54 UTC,https://www.google.com,Safe,28.7,model
2025-04-02 02:58:36 UTC,https://www.google.com,Safe,28.7,model
2025-04-02 02:58:43 UTC,https://www.ebay.com,Safe,28.06,model
2025-04-02 02:58:54 UTC,https://www.ebay.com,Safe,28.06,model
2025-04-02 02:59:00 UTC,https://www.ebay.com123,Safe,58.54,model
2025-04-02 02:59:04 UTC,https://www.ebay.com123..,Phishing,88.56,model
2025-04-07 11:19:59 UTC,http://127.0.0.1:5000/,Phishing,100.0,model
2025-04-16 06:59:41 UTC,http://192.168.12.56:5000,Phishing,99.88,model
2025-04-16 06:59:46 UTC,http://192.168.12.56:5000,Phishing,99.88,model
2025-04-16 06:59:55 UTC,https://www.kaggle.com,Safe,28.7,model
2025-04-16 07:00:05 UTC,https://internship.aicte-india.org,Safe,25.27,model
2025-04-16 07:00:13 UTC,https://www.google.com,Safe,28.7,model
2025-04-16 07:00:28 UTC,https://www.phishtank.com,Safe,26.87,model
2025-04-16 07:00:41 UTC,https://smmbbq.shop,Phishing,99.88,model
2025-04-16 07:04:40 UTC,https://www.phishtank.com,Safe,26.87,model
2025-04-16 07:04:48 UTC,https://www.genpact.com,Safe,28.37,model
2025-04-16 07:04:59 UTC,https://mail.google.com,Safe,28.37,model
2025-04-16 07:05:13 UTC,https://trezarrwallett.webflow.io,Safe,16.58,model
2025-04-16 07:05:16 UTC,https://trezarrwallett.webflow.io,Safe,16.58,model
2025-04-16 07:05:34 UTC,https://smmbbq.shop,Phishing,99.88,model
2025-04-16 07:05:48 UTC,http://trezarrwallett.webflow.io,Safe,17.19,model
2025-04-16 07:06:04 UTC,http://trezarrwallett.webflow.io,Phishing,100.0,user
2025-04-16 07:06:26 UTC,https://www.lphacademy.com.br,Safe,35.93,model
2025-04-16 07:06:50 UTC,https://www.phishtank.com,Safe,26.87,model
2025-04-16 07:06:56 UTC,https://darmowaweryfikacja.click,Phishing,99.86,model
2025-04-16 07:07:07 UTC,https://darmowaweryfikacja.click,Phishing,99.86,model
2025-04-16 07:07:09 UTC,https://darmowaweryfikacja.click,Phishing,99.86,model
2025-04-16 07:07:14 UTC,https://darmowaweryfikacja.com,Phishing,99.86,model
2025-04-16 07:07:15 UTC,https://darmowaweryfikacja.com,Phishing,99.86,model
2025-04-16 07:07:15 UTC,https://darmowaweryfikacja.com,Phishing,99.86,model
2025-04-16 07:07:26 UTC,https://www.phishtank.com,Safe,26.87,model
2025-04-16 07:07:30 UTC,http://allegro.pl-h8v94klwr7kfn0x3jdq2y1.com,Phishing,99.51,model
2025-04-16 07:12:32 UTC,https://chatgpt.com,Phishing,99.88,model
2025-04-16 07:12:59 UTC,https://chatgpt.com,Phishing,99.88,model
2025-04-16 07:13:09 UTC,https://chatgpt.com,Safe,100.0,user
2025-04-16 07:14:10 UTC,https://chatgpt.com,Phishing,99.88,model
2025-04-16 07:54:19 UTC,https://chatgpt.com,Safe,100.0,user
2025-04-16 07:54:30 UTC,https://www.canva.com,Safe,28.4,model
2025-04-16 07:54:52 UTC,https://www.phishtank.com,Safe,26.87,model
2025-04-16 07:55:03 UTC,https://qrfy.io,Phishing,100.0,model
2025-04-16 08:27:37 UTC,chrome://extensions,Phishing,99.88,model
